brand,dispensary,name,type,description,thc,cbd,size,price,image
Daily Special,"['Sessions Cannabis - King West Oshawa', 'Sessions Cannabis - Keswick']",Indica THC Softgels,Capsules,"Daily Special THC Softgels Indica, are an affordable ingestible cannabis extract encapsulated in an easy-to-swallow softgel.
Made from our best-selling indica strains, this format is a convenient, odourless, and smoke-free alternative to dried flower. No accessories required! Each softgel contains full-spectrum cannabinoids and terpenes blended with coconut derived MCT oil. The effects may take a little longer than dried flower to kick in but are also longer-lasting. Each bottle contains 30 gel capsules containing 4 - 6 mg of THC each.",,,Each,$19.25,https://images.weedmaps.com/products/000/204/398/avatar/1607532902-Screen_Shot_2020-12-09_at_11.54.35_AM.png?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],C-Land,Flower,,19.5% ,5mg ,1 g,$8.85,https://images.weedmaps.com/products/000/278/604/avatar/1626109600-twe_c-landbud1g_pho.png?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],Tribal | Cuban Linx Live Resin 510 Vape Cart - Tribal | Cuban Linx Live Resin 510 Vape Cart | 1g,Concentrates,,82.1% ,1% ,Each,$48.00,https://images.weedmaps.com/pictures/listings/370/706/946/426828177_qbelhqwmy6eghlhgbl0m.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],Houndstooth Oral Spray,Oral Spray,,,5mg ,Each,$34.80,https://images.weedmaps.com/products/000/204/960/avatar/1607604195-Screen_Shot_2020-12-10_at_7.42.48_AM.png?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],Penelope Softgels 2.5 mg,Capsules,,,,Each,$9.46,https://images.weedmaps.com/products/000/204/969/avatar/1607604714-Screen_Shot_2020-12-10_at_7.50.32_AM.png?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],CBD Softgels,Capsules,,,10% ,Each,$42.75,https://images.weedmaps.com/products/000/204/963/avatar/1634583119-screen_shot_2021-10-18_at_115055_am.png?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],Houndstooth Softgels 2.5 mg,Capsules,,,5mg ,Each,$9.45,https://images.weedmaps.com/products/000/204/968/avatar/1607604657-Screen_Shot_2020-12-10_at_7.50.32_AM.png?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],CBD Reign Drops,Tincture,,,,Each,$15.93,https://images.weedmaps.com/pictures/listings/460/510/999/388649471_7b374e64-79da-40d2-b376-a86a698e9d93.png?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],Tribal | Cuban Linx Live Resin 510 Vape Cart - Tribal | Cuban Linx Live Resin 510 Vape Cart | 1g,Concentrates,,,,Each,$48.00,https://images.weedmaps.com/pictures/listings/370/706/946/426828177_qbelhqwmy6eghlhgbl0m.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],Highland Grow - Gas Tank Pre-Roll - 3x0.5g (Indica),Pre Roll,,,,Each,$17.99,https://images.weedmaps.com/pictures/listings/481/937/069/425181013_5ac0baff-2031-4892-b77a-e175b1f982b7.png?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],Dough Lato by Big Bag O' Buds - Dough Lato 28g Dried Flower,Flower,,,0.5% ,Each,$128.32,https://images.weedmaps.com/pictures/listings/727/117/757/416446120_ypnh1mxyayca21w68bse.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],Tropical RNZ Pax Pod - Tropical RNZ PAX Pod 1g Pax Pods,Vape Pens,,240mg ,0.5% ,Each,$57.52,https://images.weedmaps.com/pictures/listings/285/578/946/426534118_subafpgm0x6tvrjjeito.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],Drift - Pineapple Coconut Glitches - Sativa - 5 caps,Tincture,,,1% ,Each,$8.99,https://images.weedmaps.com/pictures/listings/770/435/885/425069425_7d91c49c-22e1-4862-8066-1306db2815a4.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
Foray,"['Chamba Cannabis Co Inc', 'Your Local Cannabis - Scarborough, Kennedy & Lawrence']",Blackberry Cream 1.0 Indica 510 Thread Cartridge,Cartridge,"Foray's Indica Vape Cartridge has fresh, leafy green notes, followed by crisp citrus. Finish is slightly dry and woody with a smooth vanilla sweetness. This premium distillate is in a no-leak cartridge system and is calibrated to work best with Foray's 510 thread rechargeable battery. Battery and charger not included.",,1% ,1 g,$65.99,https://images.weedmaps.com/products/000/204/495/avatar/1607540845-Screen_Shot_2020-12-09_at_2.06.56_PM.png?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
Edison Cannabis Co,"['Chamba Cannabis Co Inc', 'Your Local Cannabis - Scarborough, Kennedy & Lawrence', 'Da Canna']",Limelight,Flower,"Limelight is a sativa-dominant strain boasting tangy, sour, floral notes, Limelight’s dominant terpenes include caryophyllene, terpinolene and humulene with a lush bud structure and moss green highlights.",26.5% ,0.5% ,1 g,$10.99,https://images.weedmaps.com/products/000/204/419/avatar/1607534506-Screen_Shot_2020-12-09_at_12.21.18_PM.png?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
Broken Coast,"['Your Local Cannabis - Scarborough, Kennedy & Lawrence', 'Hi Class Cannabis']",Quadra,Flower,"Quadra has frosty purple flowers and a funky Kush flavour with notes of mandarin zest, and its terpene mix includes beta- and trans-caryophyllene, limonene, terpineol and myrcene. This purple and white strain is hand-trimmed and hand-sorted, and has strong THC potency. It comes in 1 g, 3.5 g and 7 g dried flower sizes.",210mg ,0.75% ,1/8 oz,$42.99,https://images.weedmaps.com/products/000/204/525/avatar/1607542854-Screen_Shot_2020-12-09_at_2.40.31_PM.png?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
TRAIL BLAZER,"['Your Local Cannabis - Scarborough, Kennedy & Lawrence']",Glow Stix,Pre Roll,"Glow Stix has medium THC potency potential and is crafted from milled quality flower in Moncton, N.B. Its caryophyllene (found in black pepper, cloves and balsam) and myrcene (mango, lemon grass, hops and thyme) terpenes give it a peppery, fruity flavour. Glow Hybrid is available in a 0.5 g pre-roll.",170mg ,,1/2 g,$4.99,https://images.weedmaps.com/products/000/204/446/avatar/1607537488-Screen_Shot_2020-12-09_at_1.11.03_PM.png?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
Good Supply,"['Your Local Cannabis - Scarborough, Kennedy & Lawrence']",Jack Herer,Flower,"The hemporer’s new clothes smelling skunky, that’s what you get when you hang with blissful buds all day. Need to get away? Hit the road, Jack – you’ll find good, citrusy haze right Herer.",19% ,,1/8 oz,$21.99,https://images.weedmaps.com/products/000/205/017/avatar/1607613853-Screen_Shot_2020-12-10_at_10.23.23_AM.png?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],BOXHOT Space Waste - Blue Razz Shocker Popping Candy - Blend - 10g,Edibles,,200mg ,,Each,$6.99,https://images.weedmaps.com/pictures/listings/770/435/885/392755700_594bbea4-a2d0-4091-a546-7f8fde4d430f.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],Pure Sunfarms - Pink Kush - Indica - 7g,Flower,,21% ,1% ,Each,$41.99,https://images.weedmaps.com/pictures/listings/770/435/885/351262903_37d62763-f180-436b-9b49-04b9709573f4.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],1 SPLIFF - King Tut Pre-Roll - 1 SPLIFF - King Tut Pre-Roll Indica - 7x0.5g,Flower,,270mg ,1% ,Each,$25.48,https://images.weedmaps.com/pictures/listings/223/960/238/421440547_vboli7kbhsj08p1gaiae.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],Hazel - Hash Stick Blend - 1g,Concentrates,,430mg ,1% ,1 g,$31.95,https://images.weedmaps.com/pictures/listings/226/669/041/407399069_188bca5a-a89e-4754-b299-eb1f0134e6e9.jpeg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],The Green Organic Dutchman - Organic LA Confidential - Indica - 3.5g,Flower,,230mg ,1% ,1/8 oz,$31.49,https://images.weedmaps.com/pictures/listings/258/302/433/351407137_99160b3d-35de-4151-af0a-e63d79bc873f.jpeg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],Animal Face - Animal Face 3.5g Dried Flower,Flower,,230mg ,,Each,$49.99,https://images.weedmaps.com/pictures/listings/644/236/596/424725787_emon4wb1zvn8fyuzqspb.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],Banana Bread 3.5g Dried Flower - Banana Bread 3.5g Dried Flower,Flower,,220mg ,,Each,$50.99,https://images.weedmaps.com/pictures/listings/814/366/176/426628595_sajp0cghqhnihbxgai48.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],Blue Dream Pre-Roll 10x0.3g - Blue Dream Pre-Roll 10x0.3g Pre-Rolls,Flower,,825mg ,399mg ,Each,$27.99,https://images.weedmaps.com/pictures/listings/814/366/176/424731720_mtgujhiwxqtltatvtbzc.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],BLUE DREAM PRE-ROLL by Spinach - Blue Dream Pre-Roll 1x1g Pre-Rolls,Flower,,21% ,5mg ,Each,$11.85,https://images.weedmaps.com/pictures/listings/213/082/681/425523446_hglrpwv2pmdrrrdclvnd.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],Diesel Kush Milled Flower 7g Dried Flower - Diesel Kush Milled Flower 7g Dried Flower,Flower,,275mg ,,Each,$30.99,https://images.weedmaps.com/pictures/listings/814/366/176/425500947_bpsbfeudzccdjrl8znaj.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],FUNK MASTER - Funk Master 7g Dried Flower,Flower,,150mg ,,Each,$30.99,https://images.weedmaps.com/pictures/listings/236/997/720/425076479_mdc5dmdu1tcwuikp6ea7.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],Mendo Breath Pre-rolls 3x0.5g Pre-Rolls (1) - Mendo Breath Pre-rolls 3x0.5g Pre-Rolls,Flower,,215mg ,0.02% ,Each,$19.99,https://images.weedmaps.com/pictures/listings/814/366/176/426652672_o5xi2saaflf5ugjm93tr.png?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],Okanagan Moon Rock 1.5g Hash and Kief - Okanagan Moon Rock 1.5g Hash and Kief,Concentrates,,35% ,,Each,$48.99,https://images.weedmaps.com/pictures/listings/145/336/956/414170534_jlubcz0qyxffsbf2bhnb.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],Pineapple Nuken Pre-Rolls 12x0.35g Pre-Rolls - Pineapple Nuken Pre-Rolls 12x0.35g Pre-Rolls,Flower,,10mg ,,Each,$26.99,https://images.weedmaps.com/pictures/listings/115/539/442/422402948_lfzphc6qtgyje3yfcwhy.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],Pink Krush 3.5g Dried Flower - Pink Krush 3.5g Dried Flower,Flower,,31% ,40% ,Each,$22.99,https://images.weedmaps.com/pictures/listings/814/366/176/423281125_tmuxu4wyxwekdwledjly.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],Sour Kush Pre-Roll 12x0.35g Pre-Rolls - Sour Kush Pre-Roll 12x0.35g Pre-Rolls,Flower,,25% ,0.07% ,Each,$26.99,https://images.weedmaps.com/pictures/listings/644/236/596/423502159_wycm6yemm8n6aakgmgzs.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],WEDDING CAKE 510 THREAD CARTRIDGE - Wedding Cake 510 Thread Cartridge 1g Cartridges,Concentrates,,28% ,,Each,$48.75,https://images.weedmaps.com/pictures/listings/814/366/176/425500764_p1bun6chqwaklep98opw.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],BC Organic Sour Cookies - BC Organic Sour Cookies Pre-Roll 3x0.5g Pre-Rolls,Flower,,90% ,,Each,$25.50,https://images.weedmaps.com/pictures/listings/313/904/698/426559181_mut8kqxcacngplbotmjz.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],Cold Creek Kush Redees + 10x0.4g Distillates - Cold Creek Kush Redees + 10x0.4g Distillates,Flower,,,,Each,$42.99,https://images.weedmaps.com/pictures/listings/814/366/176/423281124_r0s45vhev9b1xda6a85o.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],Indica Pre-Roll 2x1g - Indica Pre-Roll 2x1g Pre-Rolls,Flower,,,,Each,$11.99,https://images.weedmaps.com/pictures/listings/644/236/596/424777675_twhkqnope9w4cnwpqn84.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],Jean Guy 28g - Jean Guy 28g Dried Flower,Flower,,26% ,,Each,$117.99,https://images.weedmaps.com/pictures/listings/644/236/596/424777671_82cde7e6-04d8-4565-8a0b-165a74e852f5.png?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],The Green Organic Dutchman - TGOD - Organic Gold Butter MAC - Indica - 3.5g,Flower,,25% ,,Each,$30.99,https://images.weedmaps.com/pictures/listings/537/750/130/426401130_c2e1b2d7-4ed2-4076-a180-4621613b60e4.png?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],Wana - Sour Strawberry 10:1 Hybrid Soft Chews (10-Pieces) - 10x4.5g,Edibles,,380mg ,,Each,$23.88,https://images.weedmaps.com/pictures/listings/805/712/845/421774244_750207b0-99b2-4f73-8988-a52c47dbb019.png?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],BLK MKT - Purple Rain - Indica - 3.5g,Flower,,210mg ,,Each,$41.58,https://images.weedmaps.com/pictures/listings/805/712/845/418735534_4291c82f-0cc4-4a97-a910-eaba067d0a95.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],Fuego - Sunny Daze 7g Milled Flower - Sativa - 7g,Flower,,825mg ,,Each,$22.59,https://images.weedmaps.com/pictures/listings/347/081/711/426124049_f2e100ca-001e-4078-a41e-1510b9b334d8.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],Kolab Project - Kalifornia - Indica - 3.5g,Flower,,310mg ,,Each,$25.49,https://images.weedmaps.com/pictures/listings/805/712/845/391246300_6bbdc476-7ca9-4047-bd9f-5a77c7f57569.png?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],Wayfarer - Northern Lights 510 Thread Cartridge - Indica - 0.47g,Cartridge,,,,Each,$18.99,https://images.weedmaps.com/pictures/listings/805/712/845/421829669_b54506f1-3847-4b50-b167-1a8f0b6b83ee.png?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],Station House - GG#4 - Indica - 3.5g,Flower,,255mg ,0.07% ,Each,$22.99,https://images.weedmaps.com/pictures/listings/102/389/386/339886232_0a95e950-c887-4f1c-82c5-cc49e0c8c2e4.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],7 inch Wheel Pipe,Gear,,10mg ,,Each,$7.00,https://images.weedmaps.com/pictures/listings/213/082/681/425523207_npokmyvg26bb17g0wfmw.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],8 Ball Kush 3.5g - 8 Ball Kush Dried Flower,Flower,,345mg ,,Each,$48.05,https://images.weedmaps.com/pictures/listings/313/904/698/426220622_n7gxhiyg54rey8baky8s.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],Animal Face Pre-Roll - Animal Face Pre-Roll 3x0.5g Pre-Rolls,Flower,,230mg ,,Each,$22.99,https://images.weedmaps.com/pictures/listings/115/539/442/422402867_xdxwn81tebkaovjmc74e.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],Banana Kush Distillate Infused Pre-Roll 1g - Banana Kush Distillate Infused Pre-Roll 1g Distillates,Flower,,230mg ,,Each,$18.99,https://images.weedmaps.com/pictures/listings/814/366/176/420722518_feqpke7xd02qgj0arwn2.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],Black Cherry Punch Pre-Rolls 10x0.3g Pre-Rolls - Black Cherry Punch Pre-Rolls 10x0.3g Pre-Rolls,Flower,,330mg ,,Each,$25.99,https://images.weedmaps.com/pictures/listings/213/082/681/425523352_ryikq4bjhw4y9romvscq.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],Blue SKZ Disposable Pen 1g Disposable Pens - Blue SKZ Disposable Pen 1g Disposable Pens,Concentrates,,210mg ,,Each,$49.99,https://images.weedmaps.com/pictures/listings/814/366/176/426117102_zwzvmzpnd0at8ucphtvh.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],Cookie Cake 3.5g Dried Flower - Cookie Cake 3.5g Dried Flower,Flower,,19.5mg ,0.07% ,Each,$36.49,https://images.weedmaps.com/pictures/listings/814/366/176/426862006_m4engljfplnixvpkjktx.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],FAST ACTING ORAL CBD QUICKSTRIP - Fast Acting Oral CBD QuickStrip 10 Strips Capsules,Edibles,,1mg ,,Each,$38.45,https://images.weedmaps.com/pictures/listings/213/082/681/425525329_gxzwmnonvobuytzfvrns.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],Galactic Rntz Pre-Roll 5x0.6g Pre-Rolls - Galactic Rntz Pre-Roll 5x0.6g Pre-Rolls,Flower,,1.5mg ,,Each,$27.99,https://images.weedmaps.com/pictures/listings/814/366/176/426628695_jbwdbaqyokh1hfdrvggs.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],Orange Dark Chocolate 1 Pack Chocolates - Orange Dark Chocolate 1 Pack Chocolates,Edibles,,2mg ,,Each,$4.99,https://images.weedmaps.com/pictures/listings/814/366/176/426628747_yvj4wfy6967kji30vgui.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],Animal Face Infused Blunt 1x1g Hash and Kief - Animal Face Infused Blunt 1x1g Hash and Kief,Flower,,310mg ,0.07% ,Each,$23.99,https://images.weedmaps.com/pictures/listings/115/539/442/426011222_d6or3vqbotoknyc8nv2r.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],Berry Cream Puff 3.5g Dried Flower - Berry Cream Puff 3.5g Dried Flower,Flower,,,0.07% ,Each,$23.99,https://images.weedmaps.com/pictures/listings/814/366/176/425500771_gexfjsbihuczntz4uig5.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],BLACK CHERRY PUNCH by Edison - Black Cherry Punch 1g Dried Flower,Flower,,78.6% ,,Each,$11.25,https://images.weedmaps.com/pictures/listings/213/082/681/425523325_zrx8wdyhg1feu2om2oi6.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],Blonde Hash 2g Hash and Kief - Blonde Hash 2g Hash and Kief,Concentrates,,0.2mg ,,Each,$35.99,https://images.weedmaps.com/pictures/listings/814/366/176/426527819_qpczltgtirpacbytaxes.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],Blueberry 3.5g Dried Flower - Blueberry 3.5g Dried Flower,Flower,,930mg ,,Each,$31.99,https://images.weedmaps.com/pictures/listings/644/236/596/420584232_qp6lsx1u2urgmkyeqvvc.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],Bubba Kush Grind 7g Dried Flower - Bubba Kush Grind 7g Dried Flower,Flower,,210mg ,,Each,$35.99,https://images.weedmaps.com/pictures/listings/213/082/681/425523282_uuq09vpjy2tbrwhlu7ie.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],Caramel Chocolate 1:1 1x10g Chocolates (1) - Caramel Chocolate 1:1 1x10g Chocolates,Edibles,,10mg ,,Each,$5.99,https://images.weedmaps.com/pictures/listings/213/082/681/425523578_n2lamdwrqisx4f7tzxpa.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],CBN+CBD Infused Pre-Rolls 2.5g Distillates - CBN+CBD Infused Pre-Rolls 2.5g Distillates,Flower,,22.8% ,,Each,$29.99,https://images.weedmaps.com/pictures/listings/213/082/681/425525393_kjtgrewspmx9jdncnmcs.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],CBN:THC Strawberry Melon 4:1 5 Pack Soft Chews - CBN:THC Strawberry Melon 4:1 5 Pack Soft Chews,Edibles,,45% ,,Each,$4.99,https://images.weedmaps.com/pictures/listings/814/366/176/426594805_x9ognfwjxbjreqobcncg.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],Grateful Breath 3.5g Dried Flower - Grateful Breath 3.5g Dried Flower,Flower,,76% ,,Each,$44.99,https://images.weedmaps.com/pictures/listings/814/366/176/420838787_iuwfzjbeip8qvxpshfxc.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],JUICY JAY'S PAPERS - JUICY JAY'S BLACK MAGIC,Gear,,34% ,,Each,$2.25,https://images.weedmaps.com/pictures/listings/213/082/681/425525119_fnlloz1wlenyb5io0js8.png?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],PINEAPPLE EXPRESS 510 THREAD CARTRIDGE .5G - Pineapple Express 510 Thread Cartridge 0.5g Cartridges,Concentrates,,,,Each,$25.99,https://images.weedmaps.com/pictures/listings/644/236/596/425689565_rac2rj0wrpibfpbqhigd.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],Pure Chews CBD 100 5 Pack Soft Chews - Pure Chews CBD 100 5 Pack Soft Chews,Edibles,,,,Each,$11.99,https://images.weedmaps.com/pictures/listings/814/366/176/426628779_kmykzu0dtaz449hrhsnw.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],High THC 510 Thread Cartridge - High THC 510 Thread Cartridge 1g 510 Thread Cartridges,Concentrates,,,,Each,$36.78,https://images.weedmaps.com/pictures/listings/294/372/724/426755633_iupt3xez0veyl2ofw6xl.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],Cake n' Baked 7g Dried Flower - Cake n' Baked 7g Dried Flower,Flower,,440mg ,,Each,$30.99,https://images.weedmaps.com/pictures/listings/814/366/176/425500947_bpsbfeudzccdjrl8znaj.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],Chowie Wowie - Balance Solid Milk Chocolate - Blend - 1x16g,Edibles,,200mg ,,Each,$4.75,https://images.weedmaps.com/pictures/listings/537/750/130/385506886_769bc0c0-8c9a-4349-a7f9-3bb472e0855b.jpeg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],Early Lemon Berry 3.5g,Flower,,,0.05% ,Each,$27.50,https://images.weedmaps.com/pictures/listings/603/701/975/357815561_174d8ed2-2e4a-4709-b9c2-db000745797b.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],Dab Bods - Sour Diesel Moon Rocket Blunt - Hybrid - 1x2g,Blunt Wrap,,,,Each,$36.19,https://images.weedmaps.com/pictures/listings/805/712/845/385469299_02a44adc-07b5-4d7f-92c9-feeea1a702ca.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],Purple Hills - Orangeade Live Resin 510 Thread Cartridge - Sativa - 1g,Concentrates,,,,Each,$46.68,https://images.weedmaps.com/pictures/listings/805/712/845/418735555_b0c8de8d-18e7-4644-bb3e-fbf0c3cec91e.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],The Green Organic Dutchman - TGOD - Organic Maple Kush - Indica - 3.5g,Flower,,10mg ,,Each,$29.99,https://images.weedmaps.com/pictures/listings/805/712/845/416636054_39b45b67-dbe8-4803-8e10-2c0f23cc1426.png?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],-ness - Jelly Breath - Hybrid - 3.5g,Flower,,85% ,,Each,$33.63,https://images.weedmaps.com/pictures/listings/521/701/234/413513541_4dcb5115-6220-439c-997e-8b8343771806.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],Buddy Blooms - Outlaw Haze Pre-Roll - Sativa - 2x1g,Pre Roll,,235mg ,,Each,$23.99,https://images.weedmaps.com/pictures/listings/102/389/386/363691957_bed5bdb6-cc7d-43b6-9ce0-55a306eba646.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],Drift - Berry Cherry Glitches - Hybrid - 10 Soft Chews,Edibles,,,,Each,$15.75,https://images.weedmaps.com/pictures/listings/805/712/845/426730694_cc6d5248-b23d-4154-a6c0-867eb823125a.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],Frosted Fuji Berry Infused Blunt 1x0.5g - Frosted Fuji Berry Infused Blunt 1x0.5g Distillates,Flower,,,,Each,$10.99,https://images.weedmaps.com/pictures/listings/566/533/106/426654287_worlk11dymzna8nhbddw.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],Vortex - Vortex Full Spectrum THC Jelly Cubes Hybrid - 20 caps,Tincture,,,8% ,Each,$16.72,https://images.weedmaps.com/pictures/listings/503/808/805/425962939_24935eaf-ecd6-40b9-a546-00b13a8a57f6.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],Big Bag O’ Buds - Black Cherry Punch - Indica - 28g,Flower,,,0.08% ,Each,$110.62,https://images.weedmaps.com/pictures/listings/460/510/999/380349472_14e78773-49ce-44f8-8370-f4cb901a3cd5.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],FUGA - Terple LSO - Hybrid - 3.5g,Flower,,,7% ,Each,$26.99,https://images.weedmaps.com/pictures/listings/569/342/832/426315475_af2727be-2673-4c4c-94cd-38e77a022205.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
Tantalus Labs,['Matrix Cannabis Company'],Pacific OG,Flower,"Pacific OG is a sativa-dominant hybrid, a Tantalus curation of Goji OG, bred from Nepali OG and Snow Lotus. Nepali OG, aka Nepali Kush, is a long-lineage classic close to Tahoe OG that brings conical-shaped buds and earthy notes of an OG aroma, while Snow Lotus lays an undercurrent of black cherry and subtle hints of liquorice. The colas of Pacific OG are caked, hand-harvested, and cured, providing a full flavour due in part to dominant terpenes of pinene and nerolidol.",,,Each,$20.00,https://images.weedmaps.com/products/000/205/231/avatar/1607632948-Screen_Shot_2020-12-10_at_3.42.13_PM.png?fill=solid&fit=crop&auto=format&w=240&h=240
,[],Sweet Justice - Cherry Cola - 355ml,Beverages,,,,Each,$8.95,https://images.weedmaps.com/pictures/listings/892/394/487/420543532_bb5yr8u8texewx3lcs9n.jpg?fill=solid&fit=crop&auto=format&w=240&h=240
,[],Sherbinskis - Acai 510 Thread Cartridge - Blend - 1g,Concentrates,,,,Each,$33.08,https://images.weedmaps.com/pictures/listings/347/081/711/425559039_86b9a099-6141-4f20-9c8f-3bf2f843186b.jpg?fill=solid&fit=crop&auto=format&w=240&h=240
,[],Cherry Jam JointsPre-Roll 3x0.5g - Cherry Jam JointsPre-Roll 3x0.5g Pre-Rolls,Flower,,,,Each,$16.00,https://images.weedmaps.com/pictures/listings/566/533/106/418249945_rjumd19gju5hmawctz5o.jpg?fill=solid&fit=crop&auto=format&w=240&h=240
