brand,dispensary,name,type,description,thc,cbd,size,price,image
,[],Color Cannabis - Pedro's Sweet Sativa Live Resin Soft Chews - 2 Pack,Edibles,,23.99% ,,Each,$9.98,https://images.weedmaps.com/pictures/listings/270/181/231/426806938_nfyzn83zariqgwxaagrg.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],Common Ground - Blueberry Muffin Blunt - 1x1g,Flower,,,,Each,$10.98,https://images.weedmaps.com/pictures/listings/270/181/231/426133373_ut7jgtda8i4iclwejqzl.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],Deep Space - The Grape Unknown - The Grape Unknown 222ml Beverages,Edibles,,,12.8% ,Each,$8.98,https://images.weedmaps.com/pictures/listings/270/181/231/421597186_lfk7qsj1tm7lositclem.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],Diamond Loop Banger,Gear,,,,Each,$18.00,https://images.weedmaps.com/pictures/listings/270/181/231/348280770_ril02j6qibqg4qgr3gan.png?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],Drift - Berry Cherry Glitches - 10 Gummy Capsules,Concentrates,,,,Each,$17.98,https://images.weedmaps.com/pictures/listings/270/181/231/426546523_qjgxbkraol8x1foisai4.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],Edison - Limelight - Edison - Limelight - 1g,Flower,,10mg ,,Each,$11.49,https://images.weedmaps.com/pictures/listings/270/181/231/420048793_bnrnqsnqwlve8mb2d8pc.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],Embody - Blood Orange + Rosemary - 355ml,Edibles,,,,Each,$9.98,https://images.weedmaps.com/pictures/listings/270/181/231/419661575_o6o9bywhj87pjyjtknni.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],FIGR - Balanced Oil - FIGR - Balanced Oil - 30 ml,Concentrates,,,,Each,$38.98,https://images.weedmaps.com/pictures/listings/270/181/231/419661641_ihxueyjmbjocyndjjecg.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],GEAR Premium Female Domeless Nail 14mm,Gear,,,,Each,$7.78,https://images.weedmaps.com/pictures/listings/270/181/231/348270459_lwv5y4teexgnloyqgeon.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],Ghost Drops - First Class Funk Blunt - 1x1g,Flower,,,,Each,$18.49,https://images.weedmaps.com/pictures/listings/270/181/231/372538527_w1umldlklrrnmrgfeye6.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],Ghost Drops - First Class Funk Prerolls - Ghost Drops - First Class Funk Pre-Roll - 1x0.5g,Flower,,,,Each,$8.98,https://images.weedmaps.com/pictures/listings/270/181/231/419960870_y5jpfr35lwfmu6evocvl.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],Glass Animal - Fish - Glass Animal - Fish,Gear,,,,Each,$10.98,https://images.weedmaps.com/pictures/listings/270/181/231/425277233_orsa1dvtmksi8dto8i2d.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],GLASS BATS / ONE HITTER PIPE,Gear,,,,Each,$1.98,https://images.weedmaps.com/pictures/listings/270/181/231/426475928_ydab4yxiurgm69a0y2b3.webp?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],Glass open ended 6 slits downstems - 5 3/4 inches Glass open ended 6 slits downstems,Gear,,,,Each,$5.49,https://images.weedmaps.com/pictures/listings/270/181/231/409704465_fvga0vpviql2elmizzbr.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],Glazed Banana Penis Soft Chews - Glazed Banana Penis Soft Chews 4 Pack Soft Chews,Edibles,,,,Each,$8.98,https://images.weedmaps.com/pictures/listings/270/181/231/409237945_li9inal8bthmyofadoss.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],Good Supply - Jean Guy Pre Roll - Good Supply - Jean Guy Pre-Roll - 1g,Flower,,,,Each,$9.49,https://images.weedmaps.com/pictures/listings/270/181/231/420021957_cfe0ba7d-7164-4a4d-9a08-3c5e58d4249a.png?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],"Grav 8"" Beaker w/ fixed Downstem (32 x 4mm)",Gear,,,,Each,$125.00,https://images.weedmaps.com/pictures/listings/270/181/231/393505330_zobsvqrrnigrrtf2nszs.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],Harts - Charlotte's Angel Pre-Rolls - 10x0.35g,Flower,,,,Each,$13.75,https://images.weedmaps.com/pictures/listings/270/181/231/419653496_jixgmh0wmakqqqrceoze.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],Hiway - Sativa Pre-Roll Pack - 2x1g,Flower,,,,Each,$12.49,https://images.weedmaps.com/pictures/listings/270/181/231/421555170_yn1olks0tmqz8hkpmvrb.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],Indiva - CBG:THC Afternoon Trail Mix Milk Chocolate 1:1,Edibles,,,,Each,$4.98,https://images.weedmaps.com/pictures/listings/270/181/231/426609536_xdopds9aoeorrqnkvvax.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],Infyniti 4 parts GIANT herb grinder - Infyniti 4 parts GIANT herb grinder - Gun Metal,Gear,,,,Each,$40.00,https://images.weedmaps.com/pictures/listings/270/181/231/412971374_siqg6rrwn14srxoipcau.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],INFYNITI GLASS ROLLING TIPS - ROUND END,Gear,,,,Each,$2.00,https://images.weedmaps.com/pictures/listings/270/181/231/393345161_e2jkg3fx0godnviychug.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],Juicy Jay Hemp Wraps Manic/Mango Papaya - 2703,Gear,,,,Each,$1.98,https://images.weedmaps.com/pictures/listings/270/181/231/416035719_a9bbvoxlx18t3advaiog.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],Juicy Jay's Rolling Papers - Chocolate Chip Cookie Dough,Gear,,,,Each,$2.58,https://images.weedmaps.com/pictures/listings/270/181/231/413019283_x3l9p4yjluozlcc1xyza.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],Juicy Jay's Rolling Papers - Maple Syrup,Gear,,,,Each,$2.58,https://images.weedmaps.com/pictures/listings/270/181/231/416408939_o1imjuj8iwnrnxtdkufw.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],Juicy Jay's Rolling Papers - Mello Mango 1 1/4,Gear,,,,Each,$2.58,https://images.weedmaps.com/pictures/listings/270/181/231/426608363_m2zxgvmh5ubnoqgyd2no.webp?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],Juicy Jays - Double Dutch Chocolate King Slim Rolling Papers,Gear,,,,Each,$2.58,https://images.weedmaps.com/pictures/listings/270/181/231/426208435_anfrqwmmgeb4auz8ap6a.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],Jump Vaporizer Red,Gear,,,,Each,$63.98,https://images.weedmaps.com/pictures/listings/270/181/231/426596766_yushmtbzjvn35s51xsux.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],KAOS Glass - KS 23 Rig,Gear,,,,Each,$150.00,https://images.weedmaps.com/pictures/listings/270/181/231/348271967_xy0lywratxua02cmifza.png?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],KAOS Glass - RS 001,Gear,,,,Each,$98.00,https://images.weedmaps.com/pictures/listings/270/181/231/348270655_fxcxybptdfv4drpeb3sv.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],Kush Herbal Hemp Wraps - Strawberry Kiwi 2-Pack,Gear,,,,Each,$1.75,https://images.weedmaps.com/pictures/listings/270/181/231/419654686_puyjbsmyoxquy8od6mpb.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],Kush Ultra Herbal Hemp Wrap Original,Gear,,,,Each,$1.75,https://images.weedmaps.com/pictures/listings/270/181/231/418976921_pwf3z5h9oxpw0iwu5ej0.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],Lemonnade - Medellin (Smalls) - 14g,Flower,,,,Each,$89.98,https://images.weedmaps.com/pictures/listings/270/181/231/425721937_lkrbxkef2xgwyqralmzg.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],"LIT Silicone 3.75"" Red Lobster Claw Hand Pipe W/Glass Bowl",Gear,,,,Each,$19.98,https://images.weedmaps.com/pictures/listings/270/181/231/412968462_jfr9rha63du821gqemyo.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],"LIT Silicone 4"" Green Leaf Hand Pipe W/Glass Bowl",Gear,,,,Each,$19.98,https://images.weedmaps.com/pictures/listings/270/181/231/412968369_ukqm8ubkvovzpvvy0nov.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],OCB - Virgin Unbleached Cones KS 3-Pack,Gear,,,,Each,$2.25,https://images.weedmaps.com/pictures/listings/270/181/231/418164474_tyrtffbscyrm5aymcrrm.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],Shred - Funk Master - 7g,Flower,,32.29% ,,Each,$34.98,https://images.weedmaps.com/pictures/listings/270/181/231/419738855_mdc5dmdu1tcwuikp6ea7.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],Shred - Tropic Thunder - 7g,Flower,,,,Each,$34.98,https://images.weedmaps.com/pictures/listings/270/181/231/420520874_sjp2v6wlr2detbebyycb.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],Simply Bare - BC Organic Island Pink Kush Pre-Roll - 3x0.5g,Flower,,,,Each,$27.98,https://images.weedmaps.com/pictures/listings/270/181/231/426740229_kxnamjsgynjmh4fvq9sn.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],Sitka Micro Collection - Strawberry Lemonade - 3.5g,Flower,,27.9% ,,Each,$52.98,https://images.weedmaps.com/pictures/listings/270/181/231/426038967_ennqkpiiz4ivu1ag5ken.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],Smelly Proof Storage Bags - Black - Small,Gear,,,,Each,$1.98,https://images.weedmaps.com/pictures/listings/270/181/231/348271128_lqrrvjg9ryntcnnpugbe.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],Smoke Dual Vent Air Flow Carb Cap,Gear,,,,Each,$12.98,https://images.weedmaps.com/pictures/listings/270/181/231/348271172_ada9r224brq7twbnfluk.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],SPARK - 4 Parts grinder with side window - Gold,Gear,,,,Each,$22.98,https://images.weedmaps.com/pictures/listings/270/181/231/426786310_qh097x7rwnyhpbqdnux5.webp?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],Squadafum Glass Dabber - Dab Tool - Squadafum Glass Dabber - Black,Gear,,,,Each,$9.98,https://images.weedmaps.com/pictures/listings/270/181/231/426322735_migt2opk8gddqrawobib.webp?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],Station House - Blue Dream Pre-Roll - 1x1g,Flower,,,,Each,$10.98,https://images.weedmaps.com/pictures/listings/270/181/231/426278936_bmm6o5ggmcunbjozmxu1.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],Steel City Green - Legendary Larry Grind - 7g,Flower,,25.93% ,,Each,$43.98,https://images.weedmaps.com/pictures/listings/270/181/231/355304668_bpowhuovejhmtnpbs2io.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],Teapot - Good Day Iced Tea Lemon Black Tea - 355ml,Edibles,,,0.01% ,Each,$6.98,https://images.weedmaps.com/pictures/listings/270/181/231/426283457_lb1rsbf0lcpxduez97bh.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],Tenzo - IC Sandwiches - 3.5g,Flower,,,,Each,$40.98,https://images.weedmaps.com/pictures/listings/270/181/231/425970143_dqfgkbyvzbfgybnkrfbb.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],THC Kiss - Cocoa Biscuit - 1pack,Edibles,,,0.01% ,Each,$3.25,https://images.weedmaps.com/pictures/listings/270/181/231/419661565_bat6xl3yixrxwd1bhcu9.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],The Loud Plug - Benny Blunto Pre-Rolls - 1x1g,Flower,,,,Each,$16.98,https://images.weedmaps.com/pictures/listings/270/181/231/420000609_uu3jjhvduj3patylrtfp.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],The Loud Plug - Benny Blunto Pre-Rolls - 3x0.5g,Flower,,,,Each,$26.49,https://images.weedmaps.com/pictures/listings/270/181/231/420811869_gxu5l7xjlmqwe3tjjinm.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],Tribal - Uni Pro ARK Vaporizers,Gear,,,0.5% ,Each,$43.98,https://images.weedmaps.com/pictures/listings/270/181/231/425970366_qe0uq4vccjihsqb2fh9n.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],Twd. - Sativa and Strawberry Soft Chews - 5x3.5g,Edibles,,,,Each,$5.85,https://images.weedmaps.com/pictures/listings/270/181/231/421597170_yygjonw5msfd3yzzisdi.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],Tweed - Bakerstreet Seeds - 4 Pack,Cultivation,,,,Each,$58.00,https://images.weedmaps.com/pictures/listings/270/181/231/415305266_dk1tdkh5ma8caxa3w8qx.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],Versus - Black Cherry Rapid Seltzer - 355ml,Edibles,,,,Each,$6.98,https://images.weedmaps.com/pictures/listings/270/181/231/410225993_haoyw7n3gkbboak4nhpo.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],Wagners - Cherry Jam Dried Flower - WAGNERS - Cherry Jam - 3.5 g,Flower,,,,Each,$34.98,https://images.weedmaps.com/pictures/listings/270/181/231/419824963_uyu2tjqpfxsuoe2jhpkq.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],Wana - Blueberry Sour Soft Chews - 2x4.5g,Edibles,,,,Each,$8.75,https://images.weedmaps.com/pictures/listings/270/181/231/421597177_okqjv3v0k4amzmqphinl.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],Wana - Quick Orchard Peach Sativa Soft Chews - 2x4.5g,Edibles,,25% ,,Each,$9.75,https://images.weedmaps.com/pictures/listings/270/181/231/419801491_ww7p52azsdq0bena3qai.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],Wana - Quick Pineapple Coconut Indica Soft Chews - 2x4.5g,Edibles,,,,Each,$9.75,https://images.weedmaps.com/pictures/listings/270/181/231/419661604_vftqmmrpajosadiijmae.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],WINK - Craft Animal Face Cookies Blnt - 1x1g,Flower,,,,Each,$13.98,https://images.weedmaps.com/pictures/listings/270/181/231/426609567_bcyhw3pel98pff0dpus9.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],X-Lite Butane Universal,Gear,,,,Each,$3.98,https://images.weedmaps.com/pictures/listings/270/181/231/419475227_dzztwea4kqpiu7woblxv.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],Xmas Tree - Pipe - Wildfire Productions,Gear,,,,Each,$35.00,https://images.weedmaps.com/pictures/listings/270/181/231/412968431_zlbkb68ggdlv8s7sidzo.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],XMG - Blue Raspberry 236ml Beverages,Edibles,,,,Each,$7.98,https://images.weedmaps.com/pictures/listings/270/181/231/426039012_scebiwsben3ycg3kmoep.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],XMG - Mango Pineapple 236ml Beverages,Edibles,,,,Each,$7.98,https://images.weedmaps.com/pictures/listings/270/181/231/425970424_fft0icoaibaxce9zjzgc.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],XMG - Tropical Fruit 236ml Beverages,Edibles,,,1.15mg ,Each,$7.98,https://images.weedmaps.com/pictures/listings/270/181/231/426039014_wcls2eyjvfa3r6vt3z2c.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],ZEN Bristle Hard Pipe Cleaners - 44 pack,Gear,,,,Each,$2.25,https://images.weedmaps.com/pictures/listings/270/181/231/410314968_gxh3gzmxugomisw63kbn.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],Zig Zag Ultra Thin Papers,Gear,,,,Each,$3.49,https://images.weedmaps.com/pictures/listings/270/181/231/415503348_ww5iqwksysmswevhruob.png?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],1 SPLIFF - K Tut Pre-Roll - 7x0.5g,Flower,,,,Each,$27.98,https://images.weedmaps.com/pictures/listings/270/181/231/423884236_vboli7kbhsj08p1gaiae.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],"10"" Cartoon Water Beaker - Rapper",Gear,,,,Each,$34.00,https://images.weedmaps.com/pictures/listings/270/181/231/424582340_y37nskpepi2g9cmtzmww.webp?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],"10"" Cartoon Water Beaker - Scooby",Gear,,,,Each,$34.00,https://images.weedmaps.com/pictures/listings/270/181/231/426476102_q0k6yuskpt8sh0uvgysc.webp?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],"10"" Cheech - Sandblasted Beaker",Gear,,,,Each,$63.20,https://images.weedmaps.com/pictures/listings/270/181/231/426089974_dcb7fpdfr6hnvafkldfw.png?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],"10"" Lovely Water Pipe - Pink",Gear,,,,Each,$55.98,https://images.weedmaps.com/pictures/listings/270/181/231/426596012_brpsgpw9gcyhfootzzww.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],"10"" SPARK beaker thick glass water bong - Black",Gear,,,,Each,$30.00,https://images.weedmaps.com/pictures/listings/270/181/231/426476156_ro12tlfsl6fmicr5r8lm.webp?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],"11"" 1-MILLION Glass / 9mm / glass tube water bong - Green",Gear,,,,Each,$43.98,https://images.weedmaps.com/pictures/listings/270/181/231/426639657_qwbudlwqdn2idwjougnn.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],"14"" Metallic Terminator Finish Prismatic Tube - Green",Gear,,,,Each,$88.98,https://images.weedmaps.com/pictures/listings/270/181/231/426596768_n0bvl7cozw72hv6modes.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],1964 - Organic Sour Cookies - 1g,Flower,,,,Each,$11.98,https://images.weedmaps.com/pictures/listings/270/181/231/421440504_tst7a0gep9oensrwom7m.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],"4"" Nugget Hand Pipe",Gear,,,,Each,$14.98,https://images.weedmaps.com/pictures/listings/270/181/231/426596175_opz6vxf2enyuouzeljgi.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],"8"" Small Rig with Decal and Banger",Gear,,,,Each,$52.00,https://images.weedmaps.com/pictures/listings/270/181/231/426322718_bhjthjzldmzpis2pfvcm.webp?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],"9"" Genie Submarine Gravity Glass Bong",Gear,,,,Each,$76.00,https://images.weedmaps.com/pictures/listings/270/181/231/393505261_xv9cpii9icywwflvsiuh.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],Acid Secs round glass ashtray - Black,Gear,,,,Each,$5.98,https://images.weedmaps.com/pictures/listings/270/181/231/421435756_ppjuhp4s9cqufkqziseb.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],Banger D1 Nail - 45,Gear,,,15.2% ,Each,$13.00,https://images.weedmaps.com/pictures/listings/270/181/231/426322697_m38sg4lsojo2isyk3tji.webp?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],Bhang - THC Cookies and Cream White Chocolate - 10g,Edibles,,,,Each,$5.30,https://images.weedmaps.com/pictures/listings/270/181/231/419661548_yak04iuwd5cctfuw2fqx.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],Bic Classic - Mix Colors - Assorted,Gear,,,,Each,$2.49,https://images.weedmaps.com/pictures/listings/270/181/231/403394662_yccipnswhpmrrzwdfyct.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],Body and Spirit Holiday Bundle,Gear,,,,Each,$9.99,https://images.weedmaps.com/pictures/listings/270/181/231/412968456_bqhy8vsop5eydivtuftn.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],BoxHot - Alien OG 510 Thread Cartridge - 1.2g,Vape Pens,,,,Each,$54.98,https://images.weedmaps.com/pictures/listings/270/181/231/426223918_sna9dvlf0fy2cpqx9hg2.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],BOXHOT Space Waste - Blue Razz Shocker Popping Candy - 10g,Edibles,,,,Each,$7.98,https://images.weedmaps.com/pictures/listings/270/181/231/426806890_nkvhhhwtjxw4mnfcsa4w.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],Canaca - Blend 14 Pre-Roll Pack - 3x0.5g,Flower,,,,Each,$7.98,https://images.weedmaps.com/pictures/listings/270/181/231/419943896_kmsdoufmsi7scod9ssmk.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],Carmel Cannabis - Animal Face Cookies (Billy's Pheno) - 3.5g,Flower,,,,Each,$53.98,https://images.weedmaps.com/pictures/listings/270/181/231/407816871_sebg384km85dlhzyuhpo.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],Changeable colors LED Rolling Tray - Rick N Morty Shooting,Gear,,,,Each,$25.98,https://images.weedmaps.com/pictures/listings/270/181/231/406048970_z8zhv6kq0gscmziuflk4.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],Cheech - Male Converter 14 - 19,Gear,,,,Each,$14.98,https://images.weedmaps.com/pictures/listings/270/181/231/348270379_eeaz2pkolmg2twi2ygp6.png?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],Cheech - Male to Female Converter 19 - 14,Gear,,,,Each,$14.98,https://images.weedmaps.com/pictures/listings/270/181/231/348270377_lvpjec3uu4iu6spyyeyz.png?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],Cheech - Sandblasted bowl,Gear,,,,Each,$18.98,https://images.weedmaps.com/pictures/listings/270/181/231/426661222_efezkxoy4qbwacg40nx8.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],Chowie Wowie - Balance Solid Milk Chocolate - 16g,Edibles,,,,Each,$4.98,https://images.weedmaps.com/pictures/listings/270/181/231/419958549_sguudgu5zxdx4jd3fe8e.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],Chowie Wowie - THC Solid Milk Chocolate - 16g,Edibles,,,,Each,$4.98,https://images.weedmaps.com/pictures/listings/270/181/231/419661588_cetrszanfuwdvjknmcnl.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],Color Cannabis - Mango Haze Live Resin Soft Chews - 2 Pack,Edibles,,,,Each,$9.98,https://images.weedmaps.com/pictures/listings/270/181/231/426806950_vdmfn3hsscfzycristm6.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],Color Cannabis - Mango Haze Pre-Rolls - 10x0.35g,Flower,,,500mg ,Each,$26.98,https://images.weedmaps.com/pictures/listings/270/181/231/420490299_mnpv95egdtzskdmp8e96.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],Common Ground - Master Kush Pre-Roll - 10x0.5g,Flower,,,,Each,$32.98,https://images.weedmaps.com/pictures/listings/270/181/231/426609571_u8b2z3tdvvmsav9ltgac.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
